4	10	28	1	1.2	10	11	9.5	10.5
4	20	30	.4	1	2.5	10	2.5	10
4	14	18	1	1.6	3	14	3.5	10
4	20	25	.2	1	5	10	5	10
4	17	10	.8	.4	7.5	15	7.5	15
4	1	3	1.4	1.6	1	7	3.5	4
4	15	28	.2	4.8	0	0	0	13
4	10	20	1	5	10	20	10	20
4	15	30	.6	2	15	25	15.5	25
4	15	25	1	2	5	10	7.5	14
4	8	25	.8	2	8	12	10	15
4	10	16	.4	3.6	2.5	9	1.5	9
4	10	15	.8	1.4	5	7.5	7.5	10
4	15	25	.8	2	5	15	10	15
4	5	10	.4	1.2	3.5	6.5	3	7.5
4	10	15	1	2	3.5	5	4	5.5
4	12	16	.6	1.8	10	14	12	15
4	10	14	.2	.4	1	2	.5	2
4	18	21	1.2	2	2	4	2.5	4
4	30	50	1	2	8	10	8	10
4	10	20	1	1.8	5	9	7.5	10
4	25	50	1.8	5.6	0	4	1.5	13.5
4	14	20	2	3.6	3.5	10	3	10
4	20	30	1	2	10	20	12.5	20
4	15	19	1	3	9	14	8.5	13
4	50	50	0	.2	0	0	0	0
4	10	11	.2	.4	0	.5	1	1.5
4	15	25	2	4	10	15	10	15
4	15	20	1	2	2	7.5	2	7.5
4	15	20	2.6	3.4	5.5	20	5	18.5
4	14	22	.4	1.6	2	6	6	10
4	10	19	1	2	5	15	7	15
4	25	30	.4	.6	7.5	8	7.5	8
4	23	48	.8	4	8	13	10	13.5
4	9	16	.8	1.2	3	3.5	3.5	4.5
4	17	9	-99	-99	3	1	6	2.5
4	15	17	1	1.2	5	11	5	10.5
4	20	30	1.4	2	5	15	6	15.5
4	15	25	.8	1.6	2	6	2.5	6
4	2	6	.2	.4	2	5	2.5	5.5
4	12	17	.6	1.2	10	10.5	4.5	7
4	10	14	2.2	3.6	0	.5	0	.5
4	12	25	.6	2	2.5	5	2.5	5
4	19	25	.6	.8	2.5	4.5	2.5	4.5
4	10	20	.2	.4	.5	2	1	3
