1	1	1	9	8	5	71	1
2	1	2	7	7	3	59	0
3	1	2	15	15	5	80	1
4	0	0	-99	-99	-99	-99	-99
5	1	2	6	6	5	60	0
6	1	1	8	7	3	15	0
7	1	3	7	5	4	81	1
8	1	1	10	8	3	10	0
9	1	1	7	7	4	72	0
10	1	2	7	7	4	40	1
11	1	2	8	8	4	61	0
12	1	2	7	6	4	70	1
13	1	2	6	5	4	29	1
14	1	2	14	13	4	71	0
15	1	2	10	6	4	70	1
16	1	2	8	6	3	19	1
17	0	0	-99	-99	-99	-99	-99
18	0	0	-99	-99	-99	-99	-99
19	1	1	5	5	3	70	0
20	1	3	9	10	5	100	1
21	1	3	9	12	5	82	1
22	1	2	12	12	4	60	1
23	1	2	8	8	4	69	0
24	1	4	12	12	5	41	1
25	1	1	12	10	4	30	0
26	1	1	11	10	3	60	0
27	1	2	7	7	4	50	0
28	1	2	9	7	3	59	1
29	1	2	12	11	4	63	0
30	1	1	6	7	3	28	1
31	1	1	5	5	6	20	1
32	1	2	10	6	3	40	1
33	1	3	12	12	5	35	1
34	0	0	-99	-99	-99	-99	-99
35	0	0	-99	-99	-99	-99	-99
36	0	0	-99	-99	-99	-99	-99
37	1	2	6	6	4	72	0
38	1	2	5	5	5	71	0
39	1	3	11	11	4	65	0
40	1	2	3	6	3	21	1
41	1	1	10	10	4	70	1
42	1	2	9	9	4	60	1
43	1	3	7	6	4	91	0
44	1	2	9	9	3	20	1
45	1	1	7	8	3	9	0
46	1	3	9	10	5	85	0
47	1	2	8	7	3	50	0
48	1	1	7	6	3	19	1
49	1	2	7	5	4	37	1
50	1	1	6	5	3	81	0
51	1	1	4	5	2	11	0
52	1	3	7	7	5	60	1
53	1	1	5	4	3	39	1
54	1	2	9	9	4	85	1
55	1	1	7	7	3	70	0
56	0	0	-99	-99	-99	-99	-99
57	1	2	10	8	4	71	0
58	1	1	6	6	4	60	1
59	0	0	-99	-99	-99	-99	-99
60	1	1	12	10	3	51	1
61	1	1	10	10	3	50	0
62	1	3	9	8	4	74	0
63	0	0	-99	-99	-99	-99	-99
64	1	2	7	7	5	80	0
65	0	0	-99	-99	-99	-99	-99
66	1	2	8	8	3	40	1
67	1	1	10	7	5	81	0
68	0	0	-99	-99	-99	-99	-99
69	1	1	8	8	4	81	1
70	1	2	11	9	3	31	0
71	1	3	6	6	4	60	1
72	1	1	5	5	5	83	0
73	1	2	8	8	3	65	1
74	1	1	6	6	3	39	1
75	1	2	11	11	5	100	0
76	1	3	6	6	3	75	1
77	1	2	10	10	4	80	0
78	1	1	8	7	4	81	0
79	1	1	5	5	4	56	0
80	1	1	5	5	4	19	1
81	1	2	8	7	4	60	1
82	1	2	6	7	5	60	0
83	1	1	12	12	4	78	0
84	1	3	6	8	4	60	0
85	1	2	10	10	4	60	0
86	1	2	6	5	3	50	0
87	1	1	8	6	4	40	1
88	1	1	5	5	3	16	0
89	0	0	-99	-99	-99	-99	-99
90	1	3	10	10	4	71	1
91	0	0	-99	-99	-99	-99	-99
92	1	1	8	7	3	55	1
93	1	2	9	7	3	39	1
94	1	1	6	7	3	59	0
95	1	1	15	15	4	40	0
96	1	2	10	8	4	60	1
97	0	0	-99	-99	-99	-99	-99
98	1	1	9	12	5	54	1
99	1	1	8	8	4	39	1
100	1	1	6	6	4	50	0
101	1	1	6	6	4	41	0
102	1	2	16	12	4	96	0
103	0	0	-99	-99	-99	-99	-99
104	1	2	12	10	2	50	1
105	1	2	8	7	4	81	0
106	1	3	5	5	4	40	1
107	1	1	9	9	4	9	0
108	1	1	9	7	4	47	1
109	1	3	6	5	3	71	1
110	1	2	9	9	4	76	1
111	1	1	12	12	5	54	1
112	1	1	10	10	3	6	0
113	0	0	-99	-99	-99	-99	-99
114	1	3	12	8	4	72	0
115	1	2	6	5	3	39	1
116	1	3	10	10	4	70	1
117	1	2	12	8	4	77	1
118	1	2	10	8	5	67	0
119	1	2	4	4	4	76	0
120	1	2	7	6	3	55	1
121	1	1	7	5	3	30	0
122	1	2	11	9	2	34	1
123	1	2	4	4	4	50	1
124	1	2	4	3	4	50	1
125	1	1	8	6	3	70	0
126	1	1	6	5	3	50	0
127	1	2	5	5	4	81	0
128	1	2	11	10	2	50	1
129	0	0	-99	-99	-99	-99	-99
130	1	1	8	6	3	50	1
131	1	2	9	11	4	80	1
132	1	1	8	8	4	65	0
133	1	2	6	6	3	18	0
134	1	2	6	6	5	71	1
135	1	2	8	12	5	7	0
136	1	1	7	7	5	60	1
137	0	0	-99	-99	-99	-99	-99
138	1	4	2	1	6	79	0
139	1	2	11	11	4	50	0
140	1	2	9	7	5	31	1
141	1	1	7	6	3	19	1
142	1	2	8	6	4	80	0
143	1	1	8	8	4	70	0
144	1	3	8	7	5	81	1
145	1	2	8	6	3	51	1
146	1	2	11	10	4	69	0
147	0	0	-99	-99	-99	-99	-99
148	1	2	7	7	4	81	1
149	1	1	6	6	4	71	0
150	1	2	6	5	4	80	0
151	1	2	7	6	4	81	1
152	0	0	-99	-99	-99	-99	-99
153	0	0	-99	-99	-99	-99	-99
154	1	2	4	5	3	62	0
155	1	2	10	10	4	83	1
156	1	2	9	8	4	88	1
157	1	1	8	7	3	50	1
158	0	0	-99	-99	-99	-99	-99
159	1	2	6	6	3	57	0
160	1	3	7	6	4	59	1
161	1	1	4	3	3	46	1
162	1	4	7	5	4	60	1
163	0	0	-99	-99	-99	-99	-99
164	1	2	8	8	4	61	1
165	1	2	18	18	4	81	0
166	1	2	6	6	3	40	1
167	1	3	10	10	4	29	0
168	1	3	10	8	3	50	0
169	1	1	10	10	4	50	1
170	1	3	20	20	6	100	0
171	1	2	8	8	5	62	1
172	1	1	9	9	4	40	0
173	1	1	9	9	3	61	0
174	1	1	10	10	3	31	0
175	1	2	7	7	4	79	0
176	0	0	-99	-99	-99	-99	-99
177	1	1	4	2	2	41	1
178	1	2	8	8	3	38	0
179	1	1	6	5	3	54	0
180	0	0	-99	-99	-99	-99	-99
181	1	2	7	5	4	68	1
182	1	2	4	2	4	73	0
183	1	2	13	12	4	74	1
184	0	0	-99	-99	-99	-99	-99
185	1	1	10	7	3	20	1
186	1	2	10	9	4	76	0
187	1	3	11	10	4	76	1
188	1	2	10	11	4	75	1
189	0	0	-99	-99	-99	-99	-99
190	1	2	6	6	4	29	1
191	0	0	-99	-99	-99	-99	-99
192	1	4	9	13	6	89	1
193	1	1	10	10	4	50	1
194	1	1	8	8	4	50	0
195	1	2	10	7	3	71	0
196	1	2	3	4	4	70	0
197	1	1	14	15	3	20	1
198	1	2	11	6	3	59	1
199	1	2	12	9	3	60	1
200	1	2	4	4	4	54	1
201	1	2	15	12	4	19	0
202	1	2	9	9	4	69	0
203	1	2	6	5	3	60	1
204	0	0	-99	-99	-99	-99	-99
205	1	2	10	8	6	100	1
206	1	1	8	8	4	50	0
207	1	1	10	8	3	4	0
208	1	2	8	6	3	40	1
209	1	2	10	10	4	77	1
210	1	1	8	8	4	50	0
211	1	1	7	6	5	30	0
212	1	2	5	5	4	60	0
213	1	1	10	9	3	9	0
214	0	0	-99	-99	-99	-99	-99
215	1	2	15	15	3	70	0
216	1	1	12	10	4	60	1
217	1	2	6	6	4	92	1
218	1	2	9	8	3	29	1
219	0	0	-99	-99	-99	-99	-99
220	1	1	6	7	4	64	0
221	1	2	6	6	4	80	0
222	1	2	9	9	5	92	1
223	1	2	2	4	6	50	1
224	1	4	2	2	5	70	0
225	1	1	6	6	3	19	1
226	1	1	8	7	3	51	0
227	1	2	11	10	4	71	0
228	0	0	-99	-99	-99	-99	-99
229	1	2	8	6	3	75	0
230	1	1	11	9	3	39	1
231	1	1	8	7	3	75	1
232	1	2	8	7	3	60	0
233	0	0	-99	-99	-99	-99	-99
234	1	3	6	5	3	41	1
235	1	1	3	3	3	53	0
236	1	2	7	7	4	37	1
237	1	2	9	9	4	85	1
238	0	0	-99	-99	-99	-99	-99
239	1	1	4	4	3	64	1
240	1	1	21	10	1	10	0
241	1	3	22	25	5	85	0
242	1	2	7	7	4	81	1
243	1	2	6	6	4	67	0
244	0	0	-99	-99	-99	-99	-99
245	0	0	-99	-99	-99	-99	-99
246	1	2	7	6	4	57	1
247	1	3	12	10	4	69	0
248	1	1	14	9	3	33	0
249	1	2	9	8	3	54	0
250	1	2	6	5	3	60	1
251	1	2	10	9	3	30	0
252	1	2	6	6	3	28	1
253	1	2	7	7	4	70	1
254	1	3	6	5	2	14	1
255	1	2	8	3	3	50	1
256	0	0	-99	-99	-99	-99	-99
257	1	1	11	10	4	60	0
258	1	2	5	5	4	77	0
259	1	3	12	10	4	60	1
260	1	2	9	11	3	21	0
261	1	1	20	20	5	9	1
262	1	2	6	5	3	61	1
263	0	0	-99	-99	-99	-99	-99
264	1	1	7	7	4	71	0
265	1	2	12	10	4	67	0
266	1	2	10	8	4	78	0
267	1	1	7	7	4	50	1
268	1	2	9	9	1	60	1
269	1	1	6	7	5	50	0
270	1	2	7	7	3	40	1
271	1	2	9	10	4	60	0
272	1	2	15	12	3	70	0
273	1	2	8	8	3	55	0
274	0	0	-99	-99	-99	-99	-99
275	1	2	15	15	3	61	0
276	1	1	10	5	4	20	1
277	0	0	-99	-99	-99	-99	-99
278	1	2	10	8	3	60	1
279	1	2	7	5	3	71	1
280	1	1	9	7	3	14	0
281	1	3	7	7	4	70	1
282	1	2	4	4	4	50	1
283	1	2	7	7	5	52	1
284	1	1	13	13	3	4	1
285	1	1	9	9	5	50	0
286	1	2	11	10	4	71	0
287	1	1	10	8	4	65	0
288	1	1	7	5	3	60	1
289	1	2	11	8	4	70	1
290	1	2	10	10	4	71	0
291	1	1	7	7	3	0	1
292	1	2	9	10	4	30	0
293	1	1	11	11	4	18	0
294	1	1	6	5	4	76	1
295	1	1	7	6	3	45	0
296	1	1	8	7	6	49	0
297	1	1	8	6	2	16	1
298	1	1	8	9	4	29	0
299	1	1	6	6	3	17	1
300	1	2	6	6	5	70	0
301	1	1	10	8	5	39	0
302	1	3	7	7	3	70	1
303	1	2	6	4	3	0	1
304	0	0	-99	-99	-99	-99	-99
305	1	1	7	7	4	40	1
306	1	1	8	8	6	70	0
307	1	1	5	6	4	70	0
308	1	2	8	6	3	71	1
309	1	1	8	6	3	20	0
310	1	2	9	9	3	60	0
311	1	2	10	8	3	19	1
312	1	1	10	9	4	51	1
313	1	2	12	9	3	30	1
314	1	3	8	6	4	59	0
315	0	0	-99	-99	-99	-99	-99
316	1	2	5	3	4	85	1
317	1	3	9	8	4	10	1
318	1	2	12	10	3	30	0
319	1	1	10	10	4	70	0
320	1	1	4	3	4	59	1
321	1	1	15	13	2	20	0
322	1	2	12	10	4	70	0
323	1	1	8	6	3	59	1
324	1	2	8	8	4	60	0
325	1	2	5	5	4	70	1
326	1	2	8	8	4	60	1
327	1	2	5	5	4	73	0
328	1	3	8	8	4	71	1
329	1	1	9	9	4	39	0
330	1	2	8	5	1	0	0
331	1	1	8	7	3	50	1
332	1	1	8	8	4	51	0
333	1	3	6	6	3	8	1
334	1	2	10	10	4	30	1
335	0	0	-99	-99	-99	-99	-99
336	1	1	4	3	4	31	0
337	0	0	-99	-99	-99	-99	-99
338	0	0	-99	-99	-99	-99	-99
339	1	2	8	6	3	40	1
340	1	1	9	9	4	81	0
341	1	1	6	7	4	70	1
342	1	1	7	7	4	57	1
343	1	2	8	9	4	54	0
344	1	1	6	6	3	59	0
345	0	0	-99	-99	-99	-99	-99
346	0	0	-99	-99	-99	-99	-99
347	1	1	7	5	3	40	1
348	0	0	-99	-99	-99	-99	-99
349	1	2	9	7	4	69	1
350	1	1	10	8	3	40	1
351	1	1	9	10	4	7	0
352	1	1	8	10	4	70	1
353	1	1	8	7	5	91	0
354	1	1	6	6	4	9	0
355	1	1	4	4	3	47	0
356	0	0	-99	-99	-99	-99	-99
357	1	2	9	8	4	50	1
358	1	2	6	6	4	50	1
359	1	1	10	8	4	30	0
360	0	0	-99	-99	-99	-99	-99
361	1	1	9	8	4	55	1
362	1	2	10	8	4	50	1
363	1	3	10	10	3	0	1
364	0	0	-99	-99	-99	-99	-99
365	1	1	6	6	3	29	1
366	1	1	12	12	4	5	0
367	1	1	2	3	5	32	1
368	1	1	7	7	4	31	1
369	0	0	-99	-99	-99	-99	-99
370	0	0	-99	-99	-99	-99	-99
371	1	2	9	7	4	81	0
372	0	0	-99	-99	-99	-99	-99
373	0	0	-99	-99	-99	-99	-99
374	1	1	9	9	5	19	1
375	0	0	-99	-99	-99	-99	-99
376	0	0	-99	-99	-99	-99	-99
377	1	1	10	10	4	49	0
378	1	2	6	6	6	81	0
379	0	0	-99	-99	-99	-99	-99
380	1	1	6	6	4	71	0
381	1	2	5	5	4	50	1
382	1	1	4	4	4	69	0
383	0	0	-99	-99	-99	-99	-99
384	1	2	10	10	4	47	1
385	1	2	8	6	4	71	0
386	1	2	8	6	2	70	1
387	1	2	12	10	4	70	0
388	1	2	8	7	3	32	0
389	1	1	5	5	2	19	1
390	0	0	-99	-99	-99	-99	-99
391	1	2	7	7	4	50	1
392	1	1	9	8	4	61	0
393	1	2	12	10	3	18	1
394	1	1	8	8	3	25	1
395	1	1	9	9	4	66	0
396	1	2	13	9	3	39	1
397	1	3	9	9	5	90	1
398	1	1	12	10	3	36	1
399	1	4	4	9	4	58	0
400	1	2	6	6	3	60	0
401	1	3	6	6	3	80	1
402	0	0	-99	-99	-99	-99	-99
403	1	1	10	8	3	70	0
404	0	0	-99	-99	-99	-99	-99
405	1	2	10	8	3	80	1
406	0	0	-99	-99	-99	-99	-99
407	1	2	5	7	4	74	1
408	1	1	6	8	4	39	0
409	0	0	-99	-99	-99	-99	-99
410	1	1	8	8	4	16	1
411	1	4	3	8	4	39	0
412	1	2	7	7	5	55	0
413	1	1	8	8	4	48	1
414	1	1	20	20	3	61	0
415	0	0	-99	-99	-99	-99	-99
416	1	3	11	12	4	66	0
417	0	0	-99	-99	-99	-99	-99
418	1	1	10	7	3	25	1
419	1	3	7	7	5	44	1
420	1	1	10	10	4	52	0
421	1	2	5	5	4	60	1
422	1	2	8	6	4	65	0
423	1	2	5	5	3	50	0
424	0	0	-99	-99	-99	-99	-99
425	1	3	9	9	4	52	1
426	1	2	4	5	4	50	1
427	1	1	8	7	4	50	0
428	1	3	10	10	5	80	1
429	1	2	7	7	5	50	0
430	1	1	8	6	5	73	1
431	1	2	9	5	3	50	1
432	1	1	8	8	4	61	0
433	1	1	4	4	3	60	0
434	1	1	6	6	5	60	1
435	1	3	10	9	3	36	1
436	1	3	8	7	3	50	1
437	1	1	12	9	2	9	1
438	1	1	11	8	3	70	1
439	1	2	7	6	3	60	0
440	1	1	8	9	4	49	1
441	0	0	-99	-99	-99	-99	-99
442	0	0	-99	-99	-99	-99	-99
443	1	2	8	8	4	56	1
444	1	1	8	8	4	81	0
445	1	2	6	6	4	23	0
446	1	1	4	4	4	40	0
447	0	0	-99	-99	-99	-99	-99
448	1	2	1	3	4	57	0
449	1	2	10	8	3	14	1
450	1	4	10	10	6	100	0
451	1	1	10	8	3	50	1
452	1	2	12	11	3	54	1
453	1	2	7	7	4	80	0
454	1	2	9	8	3	80	0
455	1	2	9	12	4	57	1
456	1	3	10	10	4	50	1
457	1	1	5	5	4	29	1
458	1	1	6	7	4	20	0
459	1	3	17	19	1	58	0
460	1	2	12	12	5	81	0
461	1	2	9	9	5	80	1
462	1	2	9	9	4	61	0
463	1	3	10	10	4	60	0
464	1	2	10	10	3	50	1
465	1	1	7	6	3	50	1
466	1	2	12	8	3	20	0
467	1	2	7	7	4	76	1
468	0	0	-99	-99	-99	-99	-99
469	0	0	-99	-99	-99	-99	-99
470	1	1	8	7	3	41	1
471	1	1	12	9	3	70	0
472	1	2	12	10	3	39	0
473	1	2	7	7	4	81	1
474	0	0	-99	-99	-99	-99	-99
475	0	0	-99	-99	-99	-99	-99
476	1	2	6	6	4	57	0
477	1	1	6	5	3	30	1
478	1	1	5	5	4	58	0
479	1	2	7	5	3	70	1
480	1	2	9	9	4	26	0
481	1	1	10	9	4	11	1
482	1	1	11	14	5	70	0
483	1	2	5	5	4	55	0
484	1	3	15	16	5	94	1
485	1	3	7	6	4	77	1
486	1	1	8	8	6	51	0
487	1	1	8	8	4	15	1
488	1	3	8	8	4	89	0
489	1	2	3	3	4	60	0
490	1	1	10	10	5	71	1
491	1	3	4	4	3	36	0
492	1	2	10	10	3	39	1
493	1	1	9	8	5	60	1
494	1	2	12	12	5	27	1
495	1	3	10	9	3	54	0
496	1	3	8	7	3	75	0
497	1	2	6	6	5	86	0
498	1	1	3	3	5	0	0
499	0	0	-99	-99	-99	-99	-99
500	1	4	6	6	6	85	0
501	1	1	8	8	3	49	1
502	1	2	3	3	3	52	1
503	1	1	7	5	3	36	1
504	1	3	12	12	4	50	0
505	1	1	6	5	3	10	0
506	1	1	3	3	4	10	1
507	1	2	5	4	4	30	1
508	1	3	12	8	3	61	1
509	1	2	6	5	4	81	0
510	1	2	7	6	4	50	1
511	1	2	5	5	4	71	0
512	1	1	6	5	3	22	1
513	1	1	6	6	5	50	0
514	1	2	10	8	3	46	1
515	1	1	9	8	4	50	1
516	1	3	8	8	4	69	0
517	1	2	5	5	4	85	1
518	1	2	11	11	4	9	0
519	1	2	10	10	4	60	1
520	1	1	5	7	5	71	0
521	1	2	6	7	5	75	1
522	1	1	5	5	4	80	1
523	1	1	5	5	3	50	0
524	1	1	8	7	3	39	0
525	1	2	12	11	4	52	1
526	1	3	6	6	5	80	0
527	1	1	6	6	4	51	0
528	1	1	10	7	4	50	1
